git [Time: 2024-04-22 04:17:39,856, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28348
[Time: 2024-04-22 09:47:15,303, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:47:15] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:47:15,336, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:47:15] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:47:15,336, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:47:15] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:47:15,362, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:47:15] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:47:23,319, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:47:23] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:47:23,367, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:47:23] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:47:23,367, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:47:23] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:47:23,410, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:47:23] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:47:23,448, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:47:23] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[Time: 2024-04-22 09:47:30,670, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 09:47:30,672, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:47:31,162, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 09:47:31,164, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 09:47:31,165, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 09:47:31,165, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:47:31,167, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): huggingface.co:443
[Time: 2024-04-22 09:47:31,332, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:47:31,463, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:47:31,500, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:47:32,204, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:47:32,729, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:47:32] "GET /get_weather?zip=28306 HTTP/1.1" 200 -
[Time: 2024-04-22 09:48:03,850, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:48:03] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:48:03,891, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:48:03] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:48:03,892, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:48:03] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:48:03,911, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:48:03] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:48:04,938, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:48:04] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:48:04,968, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:48:04] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:48:04,968, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:48:04] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:48:04,992, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:48:04] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:49:15,486, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:49:15] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:49:15,529, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:49:15] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:49:15,529, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:49:15] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:49:15,558, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:49:15] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:49:23,144, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 27514
[Time: 2024-04-22 09:49:23,167, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:49:23,708, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=27514 HTTP/1.1" 200 355
[Time: 2024-04-22 09:49:23,710, File: weather.py:14, Function: __init__] INFO -  Weather for 27514 retrieved
[Time: 2024-04-22 09:49:23,710, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 27514
[Time: 2024-04-22 09:49:23,710, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Mostly Cloudy and a temperature is 45.0 degrees Fahrenheit with 97% humidity.
[Time: 2024-04-22 09:49:23,712, File: connectionpool.py:292, Function: _get_conn] DEBUG -  Resetting dropped connection: huggingface.co
[Time: 2024-04-22 09:49:23,881, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:49:24,126, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:49:24,161, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:49:26,346, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:49:26,614, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:49:26] "GET /get_weather?zip=27514 HTTP/1.1" 200 -
[Time: 2024-04-22 09:49:36,213, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:49:36] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:49:36,263, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:49:36] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:49:36,274, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:49:36] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:49:36,300, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:49:36] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:49:40,543, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 09:49:40,544, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:49:41,006, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 09:49:41,008, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 09:49:41,008, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 09:49:41,009, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:49:41,010, File: connectionpool.py:292, Function: _get_conn] DEBUG -  Resetting dropped connection: huggingface.co
[Time: 2024-04-22 09:49:41,135, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:49:41,332, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:49:41,363, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:49:42,345, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:49:42,716, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:49:42] "GET /get_weather?zip=28306 HTTP/1.1" 200 -
[Time: 2024-04-22 09:50:19,442, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:50:19] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:50:19,496, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:50:19] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:50:19,496, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:50:19] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:50:19,531, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:50:19] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:50:25,647, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 27514
[Time: 2024-04-22 09:50:25,649, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:50:26,236, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=27514 HTTP/1.1" 200 355
[Time: 2024-04-22 09:50:26,238, File: weather.py:14, Function: __init__] INFO -  Weather for 27514 retrieved
[Time: 2024-04-22 09:50:26,238, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 27514
[Time: 2024-04-22 09:50:26,239, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Mostly Cloudy and a temperature is 45.0 degrees Fahrenheit with 97% humidity.
[Time: 2024-04-22 09:50:26,278, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:50:26,543, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:50:26,578, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:50:27,339, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:50:27,607, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:50:27] "GET /get_weather?zip=27514 HTTP/1.1" 200 -
[Time: 2024-04-22 09:50:41,584, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:50:41] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:50:41,652, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:50:41] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:50:41,652, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:50:41] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:50:41,701, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:50:41] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:50:44,417, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 09:50:44,418, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:50:44,946, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 09:50:44,948, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 09:50:44,949, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 09:50:44,949, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:50:44,951, File: connectionpool.py:292, Function: _get_conn] DEBUG -  Resetting dropped connection: huggingface.co
[Time: 2024-04-22 09:50:45,131, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:50:45,308, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:50:45,333, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:50:45,944, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:50:46,181, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:50:46] "GET /get_weather?zip=28306 HTTP/1.1" 200 -
[Time: 2024-04-22 09:51:35,783, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 27514
[Time: 2024-04-22 09:51:35,785, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:51:36,123, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=27514 HTTP/1.1" 200 355
[Time: 2024-04-22 09:51:36,125, File: weather.py:14, Function: __init__] INFO -  Weather for 27514 retrieved
[Time: 2024-04-22 09:51:36,126, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 27514
[Time: 2024-04-22 09:51:36,126, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Mostly Cloudy and a temperature is 45.0 degrees Fahrenheit with 97% humidity.
[Time: 2024-04-22 09:51:36,180, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:51:36,431, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:51:36,469, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:51:36,999, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:51:37,236, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:51:37] "GET /get_weather?zip=27514 HTTP/1.1" 200 -
[Time: 2024-04-22 09:51:52,165, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:51:52] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:51:52,223, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:51:52] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:51:52,223, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:51:52] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:51:52,242, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:51:52] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:51:57,087, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 27514
[Time: 2024-04-22 09:51:57,088, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:51:57,421, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=27514 HTTP/1.1" 200 355
[Time: 2024-04-22 09:51:57,423, File: weather.py:14, Function: __init__] INFO -  Weather for 27514 retrieved
[Time: 2024-04-22 09:51:57,424, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 27514
[Time: 2024-04-22 09:51:57,424, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Mostly Cloudy and a temperature is 45.0 degrees Fahrenheit with 97% humidity.
[Time: 2024-04-22 09:51:57,483, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 200 0
[Time: 2024-04-22 09:51:57,667, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 200 0
[Time: 2024-04-22 09:51:57,718, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 200 0
[Time: 2024-04-22 09:51:58,271, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 200 0
[Time: 2024-04-22 09:51:58,533, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:51:58] "GET /get_weather?zip=27514 HTTP/1.1" 200 -
[Time: 2024-04-22 09:52:00,396, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 
[Time: 2024-04-22 09:52:00,397, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:52:00,621, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip= HTTP/1.1" 400 46
[Time: 2024-04-22 09:52:00,628, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:52:00] "[35m[1mGET /get_weather?zip= HTTP/1.1[0m" 500 -
